paper_id,verdict,rationale,confidence
10.1001/jamanetworkopen.2025.0728,no_difference,Conservative projection from reconciled primary between-group results; otherwise inconclusive,
10.1590/fm.2023.36112,no_difference,Conservative projection from reconciled primary between-group results; otherwise inconclusive,
10.1371/journal.pone.0312714,inconclusive,Conservative projection from reconciled primary between-group results; otherwise inconclusive,
10.17267/2238-2704rpf.2024.e5840,mixed,Conservative projection from reconciled primary between-group results; otherwise inconclusive,
10.17816/568265,inconclusive,Conservative projection from reconciled primary between-group results; otherwise inconclusive,
10.17816/acen.1358,inconclusive,Conservative projection from reconciled primary between-group results; otherwise inconclusive,
10.17816/rjpbr109501,inconclusive,Conservative projection from reconciled primary between-group results; otherwise inconclusive,
10.17816/rjpbr628759,inconclusive,Conservative projection from reconciled primary between-group results; otherwise inconclusive,
10.17816/rjpbr692686,inconclusive,Conservative projection from reconciled primary between-group results; otherwise inconclusive,
10.18093/0869-0189-2023-33-1-52-63,mixed,Conservative projection from reconciled primary between-group results; otherwise inconclusive,
10.18370/2309-4117.2023.69.104-112,inconclusive,Conservative projection from reconciled primary between-group results; otherwise inconclusive,
10.19163/2307-9266-2025-13-4-270-284,inconclusive,Conservative projection from reconciled primary between-group results; otherwise inconclusive,
10.19163/1994-9480-2022-19-2-43-52,inconclusive,Conservative projection from reconciled primary between-group results; otherwise inconclusive,
10.20953/1729-9225-2021-4-15-22,mixed,Conservative projection from reconciled primary between-group results; otherwise inconclusive,
10.14393/hygeia2071233,inconclusive,Conservative projection from reconciled primary between-group results; otherwise inconclusive,
10.20953/1817-7646-2023-1-28-35,favors_treatment,Conservative projection from reconciled primary between-group results; otherwise inconclusive,
10.14393/hygeia2071051,inconclusive,Conservative projection from reconciled primary between-group results; otherwise inconclusive,
10.20969/vskm.2022.15(1).26-33,inconclusive,Conservative projection from reconciled primary between-group results; otherwise inconclusive,
10.20969/vskm.2025.18(6).64-71,inconclusive,Conservative projection from reconciled primary between-group results; otherwise inconclusive,
10.21518/ms2023-111,inconclusive,Conservative projection from reconciled primary between-group results; otherwise inconclusive,
10.14412/1996-7012-2022-3-67-74,inconclusive,Conservative projection from reconciled primary between-group results; otherwise inconclusive,
10.21760/jaims.10.11.10,inconclusive,Conservative projection from reconciled primary between-group results; otherwise inconclusive,
10.21802/artm.2024.1.29.142,inconclusive,Conservative projection from reconciled primary between-group results; otherwise inconclusive,
10.1371/journal.pone.0312735,inconclusive,Conservative projection from reconciled primary between-group results; otherwise inconclusive,
10.21802/artm.2025.1.33.13,inconclusive,Conservative projection from reconciled primary between-group results; otherwise inconclusive,
10.21926/obm.icm.2401010,inconclusive,Conservative projection from reconciled primary between-group results; otherwise inconclusive,
10.2196/49342,inconclusive,Conservative projection from reconciled primary between-group results; otherwise inconclusive,
10.22141/2308-2097.58.2.2024.605,inconclusive,Conservative projection from reconciled primary between-group results; otherwise inconclusive,
10.22416/1382-4376-2022-32-6-47-52,inconclusive,Conservative projection from reconciled primary between-group results; otherwise inconclusive,
10.2340/jrm.v54.3972,inconclusive,Conservative projection from reconciled primary between-group results; otherwise inconclusive,
10.2340/jrm.v56.25491,inconclusive,Conservative projection from reconciled primary between-group results; otherwise inconclusive,
10.23736/s1973-9087.24.08487-9,inconclusive,Conservative projection from reconciled primary between-group results; otherwise inconclusive,
10.24075/brsmu.2024.034,inconclusive,Conservative projection from reconciled primary between-group results; otherwise inconclusive,
10.24884/1682-6655-2025-24-1-47-56,inconclusive,Conservative projection from reconciled primary between-group results; otherwise inconclusive,
10.25259/ijmr_827_2024,inconclusive,Conservative projection from reconciled primary between-group results; otherwise inconclusive,
10.26442/00403660.2022.11.201981,inconclusive,Conservative projection from reconciled primary between-group results; otherwise inconclusive,
10.26442/00403660.2024.03.202639,inconclusive,Conservative projection from reconciled primary between-group results; otherwise inconclusive,
10.26442/00403660.2023.05.202224,inconclusive,Conservative projection from reconciled primary between-group results; otherwise inconclusive,
10.26717/bjstr.2024.59.009252,favors_treatment,Conservative projection from reconciled primary between-group results; otherwise inconclusive,
10.26766/pmgp.v10i1.546,inconclusive,Conservative projection from reconciled primary between-group results; otherwise inconclusive,
10.26766/pmgp.v9i3.526,no_difference,Conservative projection from reconciled primary between-group results; otherwise inconclusive,
10.26766/pmgp.v9i4.545,no_difference,Conservative projection from reconciled primary between-group results; otherwise inconclusive,
10.28920/dhm55.2.104-113,inconclusive,Conservative projection from reconciled primary between-group results; otherwise inconclusive,
10.15275/rusomj.2025.0109,inconclusive,Conservative projection from reconciled primary between-group results; otherwise inconclusive,
10.26442/00403660.2022.03.201398,inconclusive,Conservative projection from reconciled primary between-group results; otherwise inconclusive,
10.31080/asms.2023.07.1491,inconclusive,Conservative projection from reconciled primary between-group results; otherwise inconclusive,
10.31532/physmedrehabil.2.1.005,inconclusive,Conservative projection from reconciled primary between-group results; otherwise inconclusive,
10.30629/2658-7947-2025-30-3-53-60,inconclusive,Conservative projection from reconciled primary between-group results; otherwise inconclusive,
10.31655/2307-3373-2024-3-5-15,inconclusive,Conservative projection from reconciled primary between-group results; otherwise inconclusive,
10.32598/jrh.12.6.2046.1,favors_treatment,Conservative projection from reconciled primary between-group results; otherwise inconclusive,
10.29296/25877305-2023-08-11,inconclusive,Conservative projection from reconciled primary between-group results; otherwise inconclusive,
10.29296/25877305-2023-09-11,inconclusive,Conservative projection from reconciled primary between-group results; otherwise inconclusive,
10.3177/jnsv.70.174,inconclusive,Conservative projection from reconciled primary between-group results; otherwise inconclusive,
10.33667/2078-5631-2022-35-8-14,inconclusive,Conservative projection from reconciled primary between-group results; otherwise inconclusive,
10.3389/fcogn.2025.1692578,inconclusive,Conservative projection from reconciled primary between-group results; otherwise inconclusive,
10.3389/fcvm.2022.866113,inconclusive,Conservative projection from reconciled primary between-group results; otherwise inconclusive,
10.3389/fmolb.2022.1016352,inconclusive,Conservative projection from reconciled primary between-group results; otherwise inconclusive,
10.3389/fneur.2025.1523814,inconclusive,Conservative projection from reconciled primary between-group results; otherwise inconclusive,
10.3389/fnins.2025.1627462,no_difference,Conservative projection from reconciled primary between-group results; otherwise inconclusive,
10.3389/fphys.2024.1416639,inconclusive,Conservative projection from reconciled primary between-group results; otherwise inconclusive,
10.3389/fnut.2023.1131192,no_difference,Conservative projection from reconciled primary between-group results; otherwise inconclusive,
10.3389/fpubh.2023.1115393,favors_treatment,Conservative projection from reconciled primary between-group results; otherwise inconclusive,
10.3389/fpubh.2023.1121554,no_difference,Conservative projection from reconciled primary between-group results; otherwise inconclusive,
10.3389/fpsyg.2025.1582742,no_difference,Conservative projection from reconciled primary between-group results; otherwise inconclusive,
10.3389/fspor.2022.877188,favors_treatment,Conservative projection from reconciled primary between-group results; otherwise inconclusive,
10.3389/fpsyg.2024.1441018,mixed,Conservative projection from reconciled primary between-group results; otherwise inconclusive,
10.3389/fresc.2025.1588940,inconclusive,Conservative projection from reconciled primary between-group results; otherwise inconclusive,
10.3390/biomedicines12102221,inconclusive,Conservative projection from reconciled primary between-group results; otherwise inconclusive,
10.3390/brainsci14121212,no_difference,Conservative projection from reconciled primary between-group results; otherwise inconclusive,
10.3390/healthcare13222914,inconclusive,Conservative projection from reconciled primary between-group results; otherwise inconclusive,
10.3390/ijerph192214905,inconclusive,Conservative projection from reconciled primary between-group results; otherwise inconclusive,
10.3390/ijerph191610398,inconclusive,Conservative projection from reconciled primary between-group results; otherwise inconclusive,
10.3390/brainsci14070693,inconclusive,Conservative projection from reconciled primary between-group results; otherwise inconclusive,
10.3390/ijerph19041992,favors_treatment,Conservative projection from reconciled primary between-group results; otherwise inconclusive,
10.3390/ijms25158305,inconclusive,Conservative projection from reconciled primary between-group results; otherwise inconclusive,
10.3390/brainsci15050510,mixed,Conservative projection from reconciled primary between-group results; otherwise inconclusive,
10.3390/jcm12030776,inconclusive,Conservative projection from reconciled primary between-group results; otherwise inconclusive,
10.3390/jcm12062233,inconclusive,Conservative projection from reconciled primary between-group results; otherwise inconclusive,
10.3390/ijerph21101385,inconclusive,Conservative projection from reconciled primary between-group results; otherwise inconclusive,
10.3390/ijms26178623,inconclusive,Conservative projection from reconciled primary between-group results; otherwise inconclusive,
10.3390/jcm12196244,inconclusive,Conservative projection from reconciled primary between-group results; otherwise inconclusive,
10.3390/jcm13040970,inconclusive,Conservative projection from reconciled primary between-group results; otherwise inconclusive,
10.3390/jcm12216739,no_difference,Conservative projection from reconciled primary between-group results; otherwise inconclusive,
10.3390/jcm13102747,inconclusive,Conservative projection from reconciled primary between-group results; otherwise inconclusive,
10.3390/jcm13020425,inconclusive,Conservative projection from reconciled primary between-group results; otherwise inconclusive,
10.3390/jcm13041035,inconclusive,Conservative projection from reconciled primary between-group results; otherwise inconclusive,
10.3390/jcm13206237,inconclusive,Conservative projection from reconciled primary between-group results; otherwise inconclusive,
10.3390/jcm14020486,inconclusive,Conservative projection from reconciled primary between-group results; otherwise inconclusive,
10.3390/jcm14010174,no_difference,Conservative projection from reconciled primary between-group results; otherwise inconclusive,
10.3390/jcm14155363,inconclusive,Conservative projection from reconciled primary between-group results; otherwise inconclusive,
10.3390/jcm13061712,inconclusive,Conservative projection from reconciled primary between-group results; otherwise inconclusive,
10.3390/jcm14176066,inconclusive,Conservative projection from reconciled primary between-group results; otherwise inconclusive,
10.3390/jpm14050515,inconclusive,Conservative projection from reconciled primary between-group results; otherwise inconclusive,
10.3390/jcm14124225,favors_treatment,Conservative projection from reconciled primary between-group results; otherwise inconclusive,
10.3390/medicina62010210,favors_treatment,Conservative projection from reconciled primary between-group results; otherwise inconclusive,
10.3390/life13071563,no_difference,Conservative projection from reconciled primary between-group results; otherwise inconclusive,
10.3390/ijerph20021361,no_difference,Conservative projection from reconciled primary between-group results; otherwise inconclusive,
10.3390/nu14234984,favors_treatment,Conservative projection from reconciled primary between-group results; otherwise inconclusive,
10.3390/nu14153004,mixed,Conservative projection from reconciled primary between-group results; otherwise inconclusive,
10.3390/nu17040723,inconclusive,Conservative projection from reconciled primary between-group results; otherwise inconclusive,
10.3390/nu16101529,mixed,Conservative projection from reconciled primary between-group results; otherwise inconclusive,
10.3390/nu16223840,inconclusive,Conservative projection from reconciled primary between-group results; otherwise inconclusive,
10.3390/nu14112203,inconclusive,Conservative projection from reconciled primary between-group results; otherwise inconclusive,
10.3390/nu18030521,inconclusive,Conservative projection from reconciled primary between-group results; otherwise inconclusive,
10.3390/nu17020304,favors_treatment,Conservative projection from reconciled primary between-group results; otherwise inconclusive,
10.36028/2308-8826-2025-13-2-8-13,inconclusive,Conservative projection from reconciled primary between-group results; otherwise inconclusive,
10.3390/ph15030345,no_difference,Conservative projection from reconciled primary between-group results; otherwise inconclusive,
10.36425/rehab608182,inconclusive,Conservative projection from reconciled primary between-group results; otherwise inconclusive,
10.3390/ph17040463,inconclusive,Conservative projection from reconciled primary between-group results; otherwise inconclusive,
10.3390/s23198120,no_difference,Conservative projection from reconciled primary between-group results; otherwise inconclusive,
10.37506/ijpot.v16i2.18051,inconclusive,Conservative projection from reconciled primary between-group results; otherwise inconclusive,
10.37506/pkxqyr14,inconclusive,Conservative projection from reconciled primary between-group results; otherwise inconclusive,
10.36425/rehab688680,no_difference,Conservative projection from reconciled primary between-group results; otherwise inconclusive,
10.34883/pi.2024.27.4.012,inconclusive,Conservative projection from reconciled primary between-group results; otherwise inconclusive,
10.3390/v14122614,inconclusive,Conservative projection from reconciled primary between-group results; otherwise inconclusive,
10.36740/abal202201102,inconclusive,Conservative projection from reconciled primary between-group results; otherwise inconclusive,
10.38025/2078-1962-2023-22-4-96-104,inconclusive,Conservative projection from reconciled primary between-group results; otherwise inconclusive,
10.38079/igusabder.1654185,no_difference,Conservative projection from reconciled primary between-group results; otherwise inconclusive,
10.3831/kpi.2023.26.3.238,mixed,Conservative projection from reconciled primary between-group results; otherwise inconclusive,
10.38025/2078-1962-2023-22-2-136-145,inconclusive,Conservative projection from reconciled primary between-group results; otherwise inconclusive,
10.38025/2078-1962-2024-23-1-38-48,inconclusive,Conservative projection from reconciled primary between-group results; otherwise inconclusive,
10.4081/mrm.2022.886,inconclusive,Conservative projection from reconciled primary between-group results; otherwise inconclusive,
10.38025/2078-1962-2025-24-5-34-46,favors_treatment,Conservative projection from reconciled primary between-group results; otherwise inconclusive,
10.47026/2413-4864-2022-2-1-8,inconclusive,Conservative projection from reconciled primary between-group results; otherwise inconclusive,
10.4149/bll_2023_013,inconclusive,Conservative projection from reconciled primary between-group results; otherwise inconclusive,
10.48035/tesis/2454/53703,inconclusive,Conservative projection from reconciled primary between-group results; otherwise inconclusive,
10.4235/agmr.24.0175,inconclusive,Conservative projection from reconciled primary between-group results; otherwise inconclusive,
10.51793/os.2022.25.2.005,inconclusive,Conservative projection from reconciled primary between-group results; otherwise inconclusive,
10.4103/jpgm.jpgm_650_23,mixed,Conservative projection from reconciled primary between-group results; otherwise inconclusive,
10.5195/ijt.2023.6560,inconclusive,Conservative projection from reconciled primary between-group results; otherwise inconclusive,
10.52403/ijhsr.20230310,mixed,Conservative projection from reconciled primary between-group results; otherwise inconclusive,
10.52403/ijhsr.20230305,no_difference,Conservative projection from reconciled primary between-group results; otherwise inconclusive,
10.51910/ijhdr.v25icf.1532,no_difference,Conservative projection from reconciled primary between-group results; otherwise inconclusive,
10.5114/biolsport.2024.139072,favors_treatment,Conservative projection from reconciled primary between-group results; otherwise inconclusive,
10.5455/njppp.2024.14.04187202411052024,mixed,Conservative projection from reconciled primary between-group results; otherwise inconclusive,
10.55572/jms.v2i2.51,no_difference,Conservative projection from reconciled primary between-group results; otherwise inconclusive,
10.5334/ijic.icic23285,inconclusive,Conservative projection from reconciled primary between-group results; otherwise inconclusive,
10.56199/dpcsms.sjjq1180,inconclusive,Conservative projection from reconciled primary between-group results; otherwise inconclusive,
10.54033/cadpedv21n7-221,inconclusive,Conservative projection from reconciled primary between-group results; otherwise inconclusive,
10.61453/intij.202342,no_difference,Conservative projection from reconciled primary between-group results; otherwise inconclusive,
10.58727/jshr.107257,mixed,Conservative projection from reconciled primary between-group results; otherwise inconclusive,
10.7759/cureus.87026,no_difference,Conservative projection from reconciled primary between-group results; otherwise inconclusive,
10.63144/ijt.2025.6716,favors_treatment,Conservative projection from reconciled primary between-group results; otherwise inconclusive,
