paper_id,verdict,llm_verdict,stat_significant,primary_outcome,primary_measure,primary_value,primary_ci,primary_p,direction_basis,confidence,rationale,override_note
10.1002/mds.20257,favors_treatment,favors_treatment,yes,Change from baseline in International Restless Legs Scale (IRLS) score at week 12,mean_difference,-2.5,-4.6–-0.4,,statistical,high,"Primary IRLS outcome significantly favored ropinirole over placebo (adjusted difference -2.5, p=0.0197, CI excludes null).",
10.1002/mds.20983,favors_treatment,favors_treatment,yes,Time to target event (insufficient therapeutic response),hazard_ratio,,,0.0001,statistical,high,"Primary outcome (time to target event) strongly favors pramipexole continuation over placebo (p=0.0001, 85.5% vs. 20.5% event rate).",
10.1002/mds.20969,inconclusive,inconclusive,unknown,Severity of urge to move the legs (L-DOPA test) — change from baseline,mean_difference,-52.5,,,narrative,high,Diagnostic accuracy study; no between-group efficacy comparison or control arm—not a treatment efficacy trial.,
10.1002/mds.21050,favors_treatment,favors_treatment,yes,Proportion of patients relapsing during double-blind treatment phase,odds_ratio,0.33,0.13–0.81,,statistical,high,"Primary outcome: significantly fewer relapses on ropinirole vs placebo (32.6% vs 57.8%, OR 0.33, p=0.0156).",
10.1002/mds.21401,favors_treatment,favors_treatment,yes,IRLS total score change from baseline to Week 6/8 (short-term primary endpoint),mean_difference,-6.6,-8.6–-4.7,,statistical,high,"Cabergoline superior on both primaries: IRLS -6.6 points (p<0.0001) and lower discontinuation rate (11.9% vs 24%, p=0.0029).",
10.1002/mds.21261,favors_treatment,favors_treatment,yes,International RLS Study Group Rating Scale (IRLS) score,mean_difference,-6.6,-8.6–-4.5,,statistical,high,"IRLS score significantly improved with pramipexole (−6.6, 95% CI −8.6–−4.5, p<0.0001); CGI-I responder rate also significant (62.9% vs 32.5%, p<0.0001).",
10.1002/mds.22436,inconclusive,inconclusive,yes,Motor-evoked potential (MEP) amplitude after paired associative stimulation,mean_difference,,,0.006,narrative,high,PAS effect compared untreated RLS to healthy controls; treatment arm comparison lacks primary outcome data.,flag: primary stat-significant but LLM judged null — review
10.1002/mds.22562,no_difference,no_difference,yes,International Restless Legs Syndrome Study Group Rating Scale (IRLS) score at week 11,mean_difference,-6.3,,0.017,statistical,high,Primary outcome (IRLS at week 11) non-significant (P=0.123); secondary outcomes cannot override null primary.,flag: primary stat-significant but LLM judged null — review
10.1002/mds.23157,no_difference,no_difference,no,IRLS sum score,mean_difference,-2.2,-4.5–0.2,,statistical,high,"Both primary outcomes (IRLS, CGI-1) showed non-significant effects in arm 1 vs placebo (p>0.05).",
10.1002/mds.23543,inconclusive,inconclusive,unknown,,,,,,narrative,high,Observational cohort study with no between-group comparison; no intervention arm or control group identified.,
10.1002/mds.23771,favors_treatment,favors_treatment,yes,Wake time during sleep (WTDS),mean_difference,-26.0,-35.64–-16.36,,statistical,high,"Primary outcome WTDS significantly reduced by 26 minutes (p<0.0001, CI excludes null) favoring gabapentin enacarbil.",
10.1002/mds.24889,mixed,mixed,yes,Change from baseline in IRLS total score at week 12 (primary endpoint),mean_difference,-2.1,-4.0–-0.1,,statistical,high,"IRLS symptom severity favors ropinirole (p=0.039), but augmentation risk substantially exceeds placebo (3.1% absolute excess).",
10.1002/mds.27040,no_difference,no_difference,no,International Restless Legs Syndrome Severity Scale (IRLS) total score,mean_difference,-2.9,-5.93–1.02,,statistical,high,Primary endpoint at week 4 was not statistically significant (p=0.163); week 12 improvement was secondary.,
10.1002/mds.28224,favors_treatment,favors_treatment,yes,Percentage of systolic BP nondippers at end point,odds_ratio,2.92,1.08–7.89,,statistical,high,"Primary outcomes showed significantly fewer nondippers with rotigotine (OR 2.92–3.45, p<0.05), favoring treatment.",
10.1002/mds.28668,favors_treatment,favors_treatment,yes,International Restless Legs Rating Scale (IRLS),mean_difference,-8.0,,0.001,statistical,high,"IRLS score significantly reduced by 8.0 points with dipyridamole vs placebo (p=0.001), favoring treatment.",
10.1002/mds.870130333,inconclusive,inconclusive,unknown,,,,,,narrative,high,Open-label single-arm design with no control group prevents causal attribution; primary outcome lacks statistical testing.,
10.1002/mus.20427,inconclusive,inconclusive,yes,Cortical Silent Period (CSP) duration - Right Tibialis Anterior,mean_difference,-31.2,,0.01,statistical,high,"Primary outcomes measure baseline group differences, not treatment effect; no pre-post treatment efficacy comparison reported.",flag: primary stat-significant but LLM judged null — review
10.1007/bf01037942,inconclusive,inconclusive,unknown,Sum of severity ratings per week (restless leg symptom severity),mean_difference,-2.9,,,narrative,high,Pilot trial (n=6) lacks formal statistical testing; primary outcome effect reported narratively without p-value or CI.,
10.1007/s00384-018-3032-8,inconclusive,inconclusive,yes,International RLS Severity Scale (IRLS) score — iron supplementation group,mean_difference,,,0.029,statistical,high,Iron supplementation showed week-4 IRLS improvement (p=0.029) but lost significance by week 11 (p=0.058); folic acid lacked efficacy data.,flag: primary stat-significant but LLM judged null — review
10.1007/bf01277664,favors_treatment,favors_treatment,yes,NMS cluster disturbed time,mean_difference,-74.0,,0.025,statistical,high,Pergolide reduced NMS cluster disturbed time 79% vs 45% for L-Dopa with p<0.01 superiority.,
10.1007/s00415-004-0367-6,mixed,mixed,yes,RLS symptom intensity score,mean_difference,-1.7,,0.022,statistical,medium,VPA reduced RLS symptoms significantly; levodopa improved PLMI but worsened arousals—conflicting primary outcomes.,
10.1007/s00406-002-0380-7,favors_treatment,favors_treatment,yes,PLM index per hour of sleep (PLM/h TST),mean_difference,-26.8,,0.031,statistical,high,Primary outcome PLM/h significantly reduced 78% (p=0.031); lower PLM favors treatment in RLS.,
10.1007/s00415-010-5644-y,favors_treatment,favors_treatment,yes,International RLS Rating Scale (IRLS-RS),mean_difference,,,0.003,statistical,high,"Both primary outcomes (IRLS-RS p=0.003, SAI p<0.001) showed significant improvement with dopaminergic treatment.",
10.1007/s00415-009-5299-8,inconclusive,inconclusive,yes,Augmentation Severity Rating Scale (ASRS) total score,mean_difference,5.4,,0.0001,narrative,high,"Primary outcomes (augmentation occurrence, time to onset) lack between-group comparisons; trial measures augmentation as observational outcome, not treatment efficacy.",flag: primary stat-significant but LLM judged null — review
10.1007/s00702-003-0814-z,favors_treatment,favors_treatment,yes,PLM index per hour of sleep (PLM/h TST),mean_difference,-15.5,,0.0,statistical,high,"Primary outcome PLM index/h significantly reduced 75% with L-dopa vs placebo (p<0.001), clear benefit.",
10.1007/s00415-010-5879-7,favors_treatment,favors_treatment,yes,Montgomery-Asberg Depression Rating Scale (MADRS) total score,mean_difference,-3.6,-5.6–-1.6,,statistical,high,"Primary outcome MADRS improved significantly with ropinirole (mean diff -3.6, 95% CI excludes null, p=0.001).",
10.1007/s00702-004-0217-9,inconclusive,inconclusive,unknown,Time to reach maximum velocity (VTIME),mean_difference,,,,narrative,high,Primary movement outcomes lack numeric effects or p-values; no efficacy conclusion can be drawn from incomplete data.,
10.1007/s00702-005-0386-1,inconclusive,inconclusive,unknown,,,,,,narrative,high,Uncontrolled pilot studies with no between-group comparisons; placebo and regression-to-mean effects cannot be excluded.,
10.1007/s00702-009-0361-3,favors_treatment,favors_treatment,yes,Sleep Efficiency Index,mean_difference,6.9,,0.01,statistical,high,"Primary outcome Sleep Efficiency Index significantly improved with gabapentin vs placebo (mean_difference=6.9, p=0.01).",
10.1007/s10072-014-1653-4,no_difference,no_difference,no,International RLS Rating Scale score,mean_difference,2.1,,0.206,statistical,high,"Primary outcome (IRLS-RS) showed no significant between-group difference (p=0.206), despite narrative improvement in real rTMS arm.",
10.1007/s11325-014-1049-y,inconclusive,inconclusive,yes,RLS severity score,mean_difference,-16,,0.002,statistical,high,Single-arm design without control group precludes causal inference despite statistically significant within-arm improvement.,flag: primary stat-significant but LLM judged null — review
10.1007/s10072-013-1478-6,no_difference,no_difference,yes,Center point of force velocity eyes open (CPFV EO),mean_difference,-0.31,,0.008,statistical,medium,"Primary CPFV EO improved post-treatment (p=0.052, non-significant); CPFV EC showed no effect (p=0.67).",flag: primary stat-significant but LLM judged null — review
10.1007/s11325-018-1619-5,no_difference,no_difference,no,PSQI Total Score,mean_difference,-0.39,,0.353,statistical,high,"Primary PSQI total score showed no significant difference (p=0.353), despite narrative claims of improvement.",
10.1007/s11325-018-1751-2,no_difference,no_difference,no,IRLSSG rating scale score (RLS severity score) — all participants,mean_difference,4.2,-12.8–4.4,,statistical,high,"Primary outcome (IRLSSG severity) showed no significant difference: mean difference 4.2 (95% CI −12.8 to +4.4, p=0.32).",
10.1007/s11695-025-08381-8,favors_treatment,favors_treatment,yes,Restless Legs Syndrome Severity Scale (IRLSSG),mean_difference,-3.04,,0.001,statistical,medium,"Primary outcome (IRLSSG) showed significant improvement post-surgery (mean difference -3.04, p=0.001), but retrospective design limits causal inference.",
10.1007/s12311-012-0382-6,inconclusive,inconclusive,yes,PLMs index (periodic leg movements per hour of sleep),mean_difference,-21.46,,0.018,statistical,high,Open-label single-arm design lacks control group; cannot distinguish treatment effect from placebo or natural variation despite significant PLM reduction.,flag: primary stat-significant but LLM judged null — review
10.1007/s40261-013-0150-5,inconclusive,inconclusive,yes,AUClast of total rotigotine,rate_ratio,1.32,1.08–1.62,,statistical,high,"Pharmacokinetic study with no efficacy outcome; reports bioavailability and safety only, not clinical benefit.",flag: primary stat-significant but LLM judged null — review
10.1007/s40263-016-0372-1,favors_treatment,favors_treatment,yes,MOS Sleep Scale - Sleep Disturbance Domain,mean_difference,-18.6,-24.4–-12.9,,statistical,high,"Primary outcome (MOS Sleep Disturbance) significantly improved with OXN PR vs placebo (MD -18.6, p<0.0001).",
10.1007/s40263-023-01055-y,favors_treatment,favors_treatment,yes,Wake After Sleep Onset (WASO),mean_difference,-46.5,,0.001,statistical,high,"Both primary outcomes significantly favored suvorexant: WASO reduced 46.5 min (p=0.001), TST increased 64.3 min (p=0.001).",
10.1016/j.bj.2021.05.005,favors_treatment,favors_treatment,yes,RLS severity (International Restless Legs Syndrome Rating Scale),mean_difference,3.7,1.62–5.78,,statistical,high,"Primary outcome RLS severity showed significant improvement with acupressure (3.70-point reduction, 95% CI 1.62–5.78, p=0.0013).",
10.1016/j.brat.2021.103948,favors_treatment,favors_treatment,yes,Functional Impairment (Sheehan Disability Scale),mean_difference,-3.47,,0.02,statistical,high,Three of four overall primary outcomes reached statistical significance with clinically meaningful reductions favoring TranS-C.,
10.1016/j.brs.2014.06.008,favors_treatment,favors_treatment,yes,RLS symptom severity - Visual Analogue Scale,mean_difference,-28.8,,0.001,statistical,high,"Anodal tsDCS significantly reduced RLS symptom severity vs sham (VAS -28.8, p=0.001).",
10.1016/j.clinph.2007.04.024,favors_treatment,favors_treatment,yes,Cutaneous Silent Period (CSP) Duration,mean_difference,8.99,,0.003,statistical,medium,"CSP duration significantly decreased (61.0→52.2 ms, p<0.001) after treatment, indicating improvement in the primary electrophysiologic outcome.",
10.1016/j.clinph.2007.04.001,favors_treatment,favors_treatment,unknown,PLMS-arousal index (PLMS-associated arousals per hour of total sleep time),mean_difference,-9.0,,,statistical,high,"All three primary outcomes show significant improvement: IRLS score, PLMS index, and PLMS-arousal index all decreased substantially in treatment vs. control.",
10.1016/j.clinph.2011.05.027,no_difference,favors_control,no,Cutaneous silent period latency - upper extremity (UE CSP latency),mean_difference,-0.1,,0.963,statistical,high,LE CSP latency worsened (p=0.001); LE CSP duration also worsened (p=0.001) despite pramipexole treatment.,downgraded: primary CI/p non-significant
10.1016/j.clinthera.2012.01.002,favors_treatment,favors_treatment,unknown,Time-matched difference in baseline-adjusted QTcIb (ddQTcIb) — gabapentin enacarbil 6000 mg vs placebo,mean_difference,0.8,,,statistical,high,Gabapentin enacarbil did not prolong QTcIb; upper 95% CI stayed below 10 ms criterion at all timepoints.,
10.1016/j.ctim.2019.05.009,no_difference,no_difference,no,Total IRLSSG Rating Scale score (RLS severity),mean_difference,-1.55,,0.363,statistical,high,Primary outcome (total IRLSSG score) showed no significant between-group difference (p=0.363).,
10.1016/j.clinthera.2015.01.013,inconclusive,inconclusive,unknown,,,,,,narrative,high,"Pharmacokinetic study with no efficacy outcomes; primary endpoints are drug absorption parameters, not clinical benefit measures.",
10.1016/j.ijpsycho.2014.12.005,favors_treatment,favors_treatment,yes,Total Sleep Time (TST),mean_difference,87.2,,0.001,statistical,high,"Primary outcome TST improved significantly (mean_difference=87.2 min, p=0.001) with pramipexole treatment versus baseline.",
10.1016/j.ctim.2020.102409,favors_treatment,favors_treatment,yes,Restless Legs Syndrome symptom severity,mean_difference,-2.48,,0.017,statistical,high,"Cold water immersion significantly reduced IRLS scores versus warm water (p=0.017, mean difference −2.48).",
10.1016/j.jamda.2025.105485,favors_treatment,favors_treatment,yes,Nighttime agitation (5 PM to 7 AM) - CMAI Index,mean_difference,-1.67,,0.003,statistical,medium,"Primary outcome nighttime agitation significantly reduced (CMAI -1.67, p=0.003), but offset by increased falls (59.5% vs 41.1%).",
10.1016/j.jams.2017.08.004,favors_treatment,favors_treatment,unknown,Pittsburgh Sleep Quality Index (PSQI),mean_difference,2.74,,,statistical,high,"Acupuncture plus gabapentin showed significantly greater improvements on all three primary outcomes (IRLSRS, VAS, PSQI) versus gabapentin alone.",
10.1016/j.jbmt.2019.06.012,favors_treatment,favors_treatment,yes,Restless Legs Syndrome severity score,mean_difference,-14.37,,0.02,statistical,high,"Primary outcome (RLS severity) significantly improved in treatment arms vs. control (p=0.02, p=0.01); mean reduction ~12 points.",
10.1016/j.jns.2010.04.003,inconclusive,inconclusive,unknown,,,,,,narrative,high,Open-label extension with no control arm; primary IRLS outcome lacks between-group comparison for efficacy judgment.,
10.1016/j.jns.2016.09.006,favors_treatment,favors_treatment,unknown,International RLS Severity Scale (IRLS) score,mean_difference,-6.1,,,statistical,high,"IRLS score improved significantly in treatment arm (mean_difference = -6.1, p=0.009); lower scores indicate symptom reduction.",
10.1016/j.msard.2021.102836,favors_treatment,favors_treatment,yes,Overall RLS Severity (IRLS Total Score),mean_difference,-7.9,,0.01,statistical,high,Primary outcome (IRLS Total Score) showed statistically significant 30% reduction favoring intervention (p=0.01).,
10.1016/j.neucli.2004.02.002,inconclusive,inconclusive,yes,Amplitude of late N100-peak of somatosensory evoked potential (SEP),mean_difference,3.9,,0.005,statistical,high,Single-arm pre-post design lacks control group; effects cannot be attributed to gabapentin alone despite statistical significance.,flag: primary stat-significant but LLM judged null — review
10.1016/j.neurom.2022.10.046,favors_treatment,favors_treatment,yes,Restless Legs Syndrome severity (IRLS score),mean_difference,-7.3,,0.0003,statistical,medium,"Primary outcome IRLS score significantly improved (mean difference -7.3, p=0.0003), favoring tVNS over baseline.",
10.1016/j.pnpbp.2010.02.011,favors_treatment,favors_treatment,yes,International Restless Legs Syndrome Study Group Rating Scale (IRLS),mean_difference,-7.2,,0.002,statistical,high,"Primary IRLS score decreased 7.2 points (p=0.002), statistically significant improvement in RLS symptom severity.",
10.1016/j.parkreldis.2018.12.026,no_difference,no_difference,no,PDSS-2 Total Score,mean_difference,-2.3,,0.09,statistical,high,"Primary outcome (PDSS-2 Total Score) showed no significant difference (p=0.09), failing to meet significance threshold.",
10.1016/j.pnpbp.2011.10.009,inconclusive,inconclusive,unknown,,,,,,narrative,high,Open-label single-arm design with no control group precludes efficacy attribution; uncontrolled improvement cannot distinguish treatment from placebo/natural history.,
10.1016/j.sleep.2004.01.007,no_difference,favors_treatment,no,Dim Light Melatonin Onset (DLMO),mean_difference,-2.17,,0.05,statistical,medium,Primary outcome DLMO advanced significantly (p=0.05); clinically meaningful 2.17-hour shift toward earlier melatonin onset.,downgraded: primary CI/p non-significant
10.1016/j.pnpbp.2012.10.012,inconclusive,inconclusive,unknown,,,,,,narrative,high,Open-label single-arm design with no comparator arm precludes efficacy assessment; baseline improvements cannot distinguish treatment benefit from placebo.,
10.1016/j.pain.2013.05.007,no_difference,favors_treatment,no,IRLS Severity Scale (International RLS Study Group Severity Scale),mean_difference,-5.2,,0.05,statistical,medium,"IRLS Severity Scale improved by 5.2 points (p=0.05) post-L-DOPA, meeting statistical significance threshold for the primary outcome.",downgraded: primary CI/p non-significant
10.1016/j.sleep.2004.03.002,inconclusive,inconclusive,yes,GRS score - Responders vs Non-Responders at 2 weeks (percent decrease),mean_difference,-71,,0.0002,narrative,high,Open-label single-arm design with no control group prevents ruling out placebo; no between-group comparisons reported.,flag: primary stat-significant but LLM judged null — review
10.1016/j.sleep.2004.12.002,favors_treatment,favors_treatment,yes,NREM Periodic Leg Movements in Sleep Index (PLMSI),mean_difference,-56.6,,0.007,statistical,high,Ropinirole significantly reduced PLMSI (p=0.007) and PLMSAI (p=0.04) versus placebo; both primary outcomes favored treatment.,
10.1016/j.sleep.2005.01.008,inconclusive,inconclusive,unknown,,,,,,narrative,high,"Single-arm, uncontrolled design with no inferential statistics on primary symptom outcomes prevents efficacy judgment.",
10.1016/j.sleep.2005.05.007,favors_treatment,favors_treatment,unknown,International Restless Legs Syndrome Study Group Rating Scale (IRLS) total score,mean_difference,-12.9,,,statistical,medium,"Double-blind phase: lisuride arm IRLS 6.8 vs placebo arm 18.5 (difference -11.7), favoring treatment.",
10.1016/j.sleep.2005.12.011,inconclusive,inconclusive,unknown,,,,,,narrative,high,"Primary efficacy outcomes not reported; study focused on psychometric validation, not treatment efficacy.",
10.1016/j.sleep.2006.05.018,no_difference,no_difference,unknown,IRLS-10 total score change from baseline to end of maintenance,mean_difference,-0.14,,,statistical,high,Primary outcome IRLS-10 showed no statistical significance (LS mean difference -0.14) versus placebo across all doses.,
10.1016/j.sleep.2006.03.011,favors_treatment,favors_treatment,yes,Periodic Limb Movements during Time in Bed Index (PLMI),mean_difference,,,0.001,statistical,high,"All pramipexole doses significantly reduced PLMI versus placebo (p<0.001), with median reductions 26.55–52.70 versus 3.00.",
10.1016/j.sleep.2006.09.009,inconclusive,inconclusive,unknown,,,,,,narrative,high,"Open-label, uncontrolled design with no formal inferential statistics; efficacy cannot be definitively attributed to ropinirole.",
10.1016/j.sleep.2007.08.017,favors_treatment,favors_treatment,unknown,Change from baseline in IRLS total score at Week 12 LOCF,mean_difference,,,,narrative,high,Ropinirole produced significantly greater IRLS improvements than placebo in both age subgroups; interaction p>0.35.,
10.1016/j.sleep.2006.10.008,favors_treatment,favors_treatment,yes,PLMS Change Index (normalized change in PLMS index from baseline to treatment night),mean_difference,,,1e-05,statistical,high,Primary outcome PLMS Change Index showed highly significant reduction with pramipexole vs placebo (p=1e-05).,
10.1016/j.sleep.2007.04.010,no_difference,no_difference,no,IRLS total score change from baseline to end of Maintenance Period,mean_difference,-1.3,-5.0–2.3,,statistical,high,"Primary IRLS outcome not significant (p=0.2338, 95% CI crosses null); mean difference -1.3 favors treatment but lacks statistical significance.",
10.1016/j.sleep.2007.12.004,inconclusive,inconclusive,unknown,,,,,,narrative,high,Single-arm open-label design with no control arm precludes causal inference; cannot determine if IRLS improvement is treatment effect or placebo/natural history.,
10.1016/j.sleep.2008.05.014,favors_treatment,favors_treatment,yes,Periodic limb movements during time in bed index (PLMI),mean_difference,,,0.01,statistical,high,"All pramipexole doses significantly reduced PLMI vs placebo (p<0.01), with normalization of PLMSI below 5/hour.",
10.1016/j.sleep.2008.04.012,inconclusive,inconclusive,unknown,,,,,,narrative,high,Single-arm open-label extension; no between-group comparison possible for primary IRLS outcome.,
10.1016/j.sleep.2008.06.003,inconclusive,inconclusive,unknown,,,,,,narrative,high,"This is a psychometric validation study, not an efficacy trial; primary RLS outcome data not reported.",
10.1016/j.sleep.2008.09.001,favors_treatment,favors_treatment,yes,International RLS Study Group Rating Scale (IRLS) total score,mean_difference,-3.8,,0.0001,statistical,high,Both primary outcomes significantly favored pramipexole: IRLS -3.8 (p=0.0001) and MOS sleep -8.5 (p<0.0001).,
10.1016/j.sleep.2008.11.003,favors_treatment,favors_treatment,yes,International Restless Legs Scale (IRLS) score,mean_difference,-9.16,,0.01,statistical,high,"IRLS score significantly improved in iron arm (mean decrease 9.16 points, p=0.01) vs placebo.",
10.1016/j.sleep.2009.03.009,favors_treatment,favors_treatment,yes,Periodic Limb Movements in Bed Index (PLMI),mean_difference,,,0.0146,statistical,high,"Pramipexole significantly reduced PLMI (p=0.0146) versus placebo, the primary outcome; higher_is_better=false means reduction favors treatment.",
10.1016/j.sleep.2009.12.008,mixed,mixed,yes,SIT-PLM index (Suggested Immobilization Test - Periodic Leg Movements index),mean_difference,71.04,,0.038,statistical,medium,Melatonin worsened motor symptoms (p=0.038) while bright light improved sensory symptoms (p=0.032); conflicting primary outcomes.,
10.1016/j.sleep.2010.02.014,favors_treatment,favors_treatment,yes,Periodic Limb Movement Index (PLMI; PLM/h time in bed),rate_ratio,4.25,2.48–7.28,,statistical,high,"Primary PLMI outcome significantly reduced with rotigotine (ratio 4.25, 95% CI 2.48–7.28, p<0.0001).",
10.1016/j.sleep.2010.03.003,favors_treatment,favors_treatment,yes,IRLS Total Score change from baseline,mean_difference,-8.3,,0.04,statistical,high,"Primary IRLS score improved significantly at doses ≥150 mg/day versus placebo (p=0.04, mean difference −8.3).",
10.1016/j.sleep.2010.08.005,favors_treatment,favors_treatment,yes,IRLS total score change from baseline to week 12,mean_difference,6.1,4.3–7.9,,statistical,high,"All three primary endpoints significantly favored pramipexole: IRLS reduction (p<0.0001), BDI-II reduction (p=0.0199), mood responder rate (p<0.0001).",
10.1016/j.sleep.2010.03.019,no_difference,favors_treatment,no,PLMS-related heart rate changes (phasic HR activation during PLMS),mean_difference,,,0.05,statistical,high,"PLMS index significantly reduced (−29.9 events/hour, p<0.05); phasic HR changes normalized (p=0.05).",downgraded: primary CI/p non-significant
10.1016/j.sleep.2010.11.007,favors_treatment,favors_treatment,yes,RLS-related limb-pain VAS score — Trial 615,mean_difference,-4.0,-4.4–-3.6,,statistical,high,"Primary outcome: pramipexole reduced RLS limb-pain VAS significantly vs placebo (p=0.0001, CI excludes null).",
10.1016/j.sleep.2010.12.007,favors_treatment,favors_treatment,yes,International RLS Study Group Rating Scale (IRLS) total score — change from baseline,mean_difference,-2.6,,0.0077,statistical,high,"IRLS score reduced significantly more with pramipexole (−2.6 vs −0, p=0.0077), favoring treatment.",
10.1016/j.sleep.2011.01.008,no_difference,no_difference,unknown,Teacher Conners' Rating Scale — ADHD Index T score,mean_difference,,,,narrative,high,"All 8 primary ADHD outcomes (Conners' scales) showed no significant effect; L-DOPA benefit was limited to RLS/PLMS, a secondary outcome.",
10.1016/j.sleep.2011.06.009,no_difference,no_difference,no,International Restless Legs Syndrome study group severity scale (IRLS) change from baseline,mean_difference,-0.9,,0.614,statistical,high,"Primary IRLS outcome showed no significant difference (mean_difference = -0.9, p=0.614).",
10.1016/j.sleep.2011.03.021,favors_treatment,favors_treatment,yes,Change from baseline to week 6 in IRLS total score,mean_difference,-4.52,,0.0001,statistical,high,IRLS score reduced significantly more with pramipexole (p=0.0001); CGI-I responder rate 81.9% vs 54.3% (p=0.0001).,
10.1016/j.sleep.2011.08.007,no_difference,no_difference,unknown,PLMW index (periodic leg movements during wakefulness per hour),mean_difference,12.7,,,statistical,high,Primary outcome (PLMW index) showed no significant difference between pramipexole and placebo (p-value not significant).,
10.1016/j.sleep.2011.09.016,favors_treatment,favors_treatment,unknown,Clinically relevant augmentation (MPI criteria),risk_difference,0.01,,,statistical,medium,"Augmentation risk numerically lower in rotigotine (1.5%) vs placebo (0.5%), though difference not formally tested.",
10.1016/j.sleep.2011.11.010,favors_treatment,favors_treatment,yes,Absolute change in IRLS sum score from baseline to end of treatment,mean_difference,-7.2,,0.001,statistical,high,"IRLS sum score decreased significantly more with active treatment (~10 points) vs placebo (~3 points), p<0.001.",
10.1016/j.sleep.2013.07.007,favors_treatment,favors_treatment,yes,International Restless Legs Syndrome Study Group rating scale (IRLS) total score,mean_difference,-2.8,-5.3–-0.3,,statistical,high,"Rotigotine 2mg produced statistically significant IRLS reduction versus placebo (p=0.03), favoring treatment.",
10.1016/j.sleep.2012.11.001,inconclusive,inconclusive,yes,Korean version of the International RLS Severity Scale (K-IRLS),mean_difference,-6.8,,0.001,statistical,high,Open-label single-arm design lacks control arm; cannot distinguish treatment effect from placebo or natural history.,flag: primary stat-significant but LLM judged null — review
10.1016/j.sleep.2014.09.015,favors_treatment,favors_treatment,yes,International RLS Study Group Rating Scale (IRLS) score,mean_difference,3.8,,0.001,statistical,high,Pramipexole produced statistically significant improvements on both primary outcomes: greater IRLS reduction (p<0.001) and higher CGI-I responder rate (p<0.001).,
10.1016/j.sleep.2012.08.019,no_difference,no_difference,unknown,,,,,,statistical,high,Primary responder rate (22%) fell below pre-specified threshold; trial stopped for futility at stage 1.,
10.1016/j.sleep.2014.12.019,inconclusive,inconclusive,unknown,,,,,,narrative,high,Paper reports baseline data only; no between-group treatment effect or post-intervention outcome data provided.,
10.1016/j.sleep.2014.10.025,favors_treatment,favors_treatment,yes,International RLS Severity Scale (IRLS) score,mean_difference,-16.08,,0.001,statistical,medium,"IRLS decreased significantly (−16.08, p=0.001) and P300 amplitudes increased significantly across memory loads (p=0.008–0.048).",
